genome,common_name,Phylum,Class,Order,pmsf_family,new_family,Old_family,old_genus,new_genus,taxon_source,other,skani_cluster,mcl_cluster
Pabr,NA,NA,Megaviricetes,Pandoravirales,PV_04,PV_04,PV_04,g141,g141,MCL_clustered,,NA,MCL116
moka,NA,NA,Megaviricetes,Pandoravirales,PV_04,PV_04,PV_04,g142,g142,MCL_clustered,,S880,NA
IMGM3300010430_BIN57,NA,NA,Megaviricetes,Pandoravirales,nPV_01,nPV_01,NA,NA,n_275,NA,,S1055,NA
IMGM3300020213_BIN131,NA,NA,Megaviricetes,Pandoravirales,nPV_01,nPV_01,NA,NA,n_276,NA,,S1953,NA
IMGM3300044527_BIN428,NA,NA,Megaviricetes,Pandoravirales,nPV_01,nPV_01,NA,NA,n_277,NA,,NA,MCL761
bin_3049,NA,NA,Megaviricetes,Pandoravirales,nPV_01,nPV_01,NA,NA,n_278,NA,,NA,MCL841
ERX552299-29,ERX552299.29.dc,Nucleocytoviricota,Megaviricetes,Pandoravirales,PV_incertae_sedis,PV_incertae_sedis,incertae_sedis,g156,g156,identical_markers,,NA,NA
TARA_SOC_NCLDV_00014,NA,NA,Megaviricetes,Pandoravirales,PV_incertae_sedis,PV_incertae_sedis,NA,NA,n_279,NA,,NA,NA
bin_3547,NA,NA,Megaviricetes,Pandoravirales,PV_02,PV_02,NA,NA,n_280,NA,,NA,NA
IMGM3300044610_BIN400,NA,NA,Megaviricetes,Pandoravirales,PV_02,PV_02,NA,NA,n_281,NA,,S2346,MCL325
IMGM3300010157_BIN106,NA,NA,Megaviricetes,Pandoravirales,PV_02,PV_02,NA,NA,n_282,NA,,NA,NA
IMGM3300017987_BIN512,NA,NA,Megaviricetes,Pandoravirales,PV_02,PV_02,NA,NA,n_283,NA,,NA,NA
bin_1010,NA,NA,Megaviricetes,Pandoravirales,PV_02,PV_02,NA,NA,n_284,NA,,S2214,NA
IMGM3300017971_BIN805,GVMAG-M-3300017971-10,Nucleocytoviricota,Megaviricetes,Pandoravirales,PV_02,PV_02,PV_02,g155,g155,identical_markers,,S499,NA
IMGM3300018080_BIN798,NA,NA,Megaviricetes,Pandoravirales,PV_02,PV_02,PV_02,g154,g154,MCL_clustered,,S643,NA
IMGM3300017963_BIN244,NA,NA,Megaviricetes,Pandoravirales,PV_02,PV_02,PV_02,g153,g153,MCL_clustered,,S642,NA
TARA_AON_NCLDV_00019,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,n_285,NA,,NA,NA
TARA_PSW_NCLDV_00012,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,n_286,NA,,NA,NA
IMGM3300032073_BIN594,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,n_287,NA,,NA,MCL704
TARA_PSW_NCLDV_00049,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,n_288,NA,,NA,NA
IMGM3300025890_BIN1006,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,PV_03,g162?,n_289,,,NA,NA
IMGM3300040815_BIN418,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,PV_03,g160?,g160,close in frametree (ok),,NA,NA
IMGM3300020469_BIN742,NA,NA,Megaviricetes,Pandoravirales,incertae_sedis,PV_03,NA,NA,n_290,NA,,NA,NA
TARA_MED_NCLDV_00047,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,n_291,NA,,NA,NA
TARA_MED_NCLDV_00049,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,PV_03,g157,g157,MCL_clustered,,S1344,NA
GVMAG-S-1074258-81,GVMAG-S-1074258-81,Nucleocytoviricota,Megaviricetes,Pandoravirales,PV_03,PV_03,PV_03,g158,g158,identical_markers,,S1601,NA
TARA_MED_NCLDV_00137,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,g158,NA,,NA,NA
IMGM3300012952_BIN197,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,n_292,NA,,NA,NA
IMGM3300009420_BIN417,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,n_293,NA,,S1825,NA
TARA_ARC_NCLDV_00182,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,NA,NA,g159,NA,,NA,NA
IMGM3300009550_BIN221,NA,NA,Megaviricetes,Pandoravirales,PV_03,PV_03,PV_03,g159,g159,MCL_clustered,,S617,MCL666
GVMAG-S-1016713-165,GVMAG-S-1016713-165,Nucleocytoviricota,Megaviricetes,Pandoravirales,incertae_sedis,nPV_03,incertae_sedis,g164,g164,identical_markers,,NA,NA
GVMAG-S-3300013131-216,GVMAG-S-3300013131-216,Nucleocytoviricota,Megaviricetes,Pandoravirales,N_PV_03,nPV_03,incertae_sedis,g145,g145,identical_markers,moving places,NA,NA
IMGM3300042353_BIN211,NA,NA,Megaviricetes,Pandoravirales,N_PV_03,nPV_03,NA,NA,n_294,NA,,S591,MCL406
IMGM3300040856_BIN554,NA,NA,Megaviricetes,Pandoravirales,N_PV_03,nPV_03,NA,NA,n_295,NA,,NA,NA
IMGM3300027899_BIN421,NA,NA,Megaviricetes,Pandoravirales,N_PV_03,nPV_03,NA,NA,n_296,NA,,NA,NA
bin_4796,NA,NA,Megaviricetes,Pandoravirales,N_PV_03,nPV_03,NA,NA,n_297,NA,,NA,NA
IMGM3300032435_BIN1013,NA,NA,Megaviricetes,Pandoravirales,N_PV_03,nPV_03,NA,NA,n_298,NA,,S1062,NA
IMGM3300051198_BIN614,NA,NA,Megaviricetes,Pandoravirales,N_PV_03,nPV_03,NA,NA,n_299,NA,,NA,NA
IMGM3300020495_BIN14,NA,NA,Megaviricetes,Pandoravirales,N_PV_03,nPV_03,NA,NA,n_300,NA,,NA,MCL509
GVMAG-M-3300018080-53,GVMAG-M-3300018080-53,Nucleocytoviricota,Megaviricetes,Pandoravirales,incertae_sedis,nPV_02,incertae_sedis,g143,g143,identical_markers,,NA,NA
IMGM3300025323_BIN1643,NA,NA,Megaviricetes,Pandoravirales,incertae_sedis,nPV_02,NA,NA,n_301,NA,,NA,NA
IMGM3300042899_BIN602,NA,NA,Megaviricetes,Pandoravirales,N_PV_5,nPV_02,NA,NA,n_302,NA,,S2284,NA
IMGM3300042337_BIN239,NA,NA,Megaviricetes,Pandoravirales,N_PV_5,nPV_02,NA,NA,n_303,NA,,NA,NA
IMGM3300034106_BIN1265,NA,NA,Megaviricetes,Pandoravirales,N_PV_5,nPV_02,NA,NA,n_304,NA,,S2152,MCL766
IMGM3300027126_BIN97,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_305,NA,,NA,NA
GVMAG-S-3300010160-180,GVMAG-S-3300010160-180,Nucleocytoviricota,Megaviricetes,Pandoravirales,nPV_02,nPV_02,incertae_sedis,g161,g161,identical_markers,,S995,MCL366
bin_4249,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,g161,NA,,NA,MCL534
IMGM3300002092_BIN123,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_306,NA,,S1033,NA
IMGM3300027777_BIN117,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_307,NA,,NA,NA
IMGM3300004692_BIN57,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_308,NA,,S421,NA
IMGM3300006125_BIN26,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_309,NA,,S1057,NA
IMGM3300032287_BIN52,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_310,NA,,NA,NA
IMGM3300042939_BIN508,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_311,NA,,NA,NA
IMGM3300050208_BIN1585,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_312,NA,,NA,NA
IMGM3300010158_BIN547,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_313,NA,,NA,NA
IMGM3300050208_BIN375,NA,NA,Megaviricetes,Pandoravirales,nPV_02,nPV_02,NA,NA,n_313,NA,,NA,NA
IMGM3300042562_BIN623,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_314,NA,,NA,NA
IMGM3300010334_BIN356,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_315,NA,,NA,MCL673
IMGM3300033111_BIN162,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_316,NA,,S2124,NA
IMGM3300018080_BIN727,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_317,NA,,NA,NA
IMGM3300017989_BIN674,NA,NA,Megaviricetes,Pandoravirales,incertae_sedis,PV_05,NA,NA,n_318,NA,,S1925,MCL687
IMGM3300024261_BIN417,NA,NA,Megaviricetes,Pandoravirales,N_PV_4,PV_05,NA,NA,n_319,NA,,NA,NA
IMGM3300028410_BIN150,NA,NA,Megaviricetes,Pandoravirales,N_PV_4,PV_05,NA,NA,n_320,NA,,S1872,NA
IMGS3300042691_BIN1295,NA,NA,Megaviricetes,Pandoravirales,N_PV_4,PV_05,NA,NA,n_321,NA,,NA,NA
IMGM3300007519_BIN461,NA,NA,Megaviricetes,Pandoravirales,N_PV_4,PV_05,incertae_sedis,g146,g146,MCL_clustered,,S969,NA
IMGM3300037343_BIN300,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_322,NA,,NA,NA
TARA_ARC_NCLDV_00008,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_323,NA,,NA,MCL816
TARA_ARC_NCLDV_00155,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_324,NA,,NA,NA
IMGM3300009544_BIN283,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_325,NA,,NA,NA
TARA_PSE_NCLDV_00011,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_326,NA,,NA,MCL803
IMGM3300025704_BIN722,GVMAG-S-1103017-68,Nucleocytoviricota,Megaviricetes,Pandoravirales,PV_05,PV_05,PV_05,g152,g152,identical_markers,,S526,NA
TARA_ARC_NCLDV_00062,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_327,NA,,NA,NA
TARA_AOS_NCLDV_00010,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_328,NA,,NA,NA
IMGM3300009467_BIN42,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_329,NA,,NA,NA
TARA_PSW_NCLDV_00041,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_330,NA,,NA,NA
TARA_ARC_NCLDV_00104,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_331,NA,,NA,NA
TARA_AOS_NCLDV_00002,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_332,NA,,NA,NA
TARA_MED_NCLDV_00044,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_333,NA,,NA,NA
TARA_SOC_NCLDV_00003,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_334,NA,,NA,MCL826
PS401,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_335,NA,,NA,NA
TARA_ARC_NCLDV_00036,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_336,NA,,NA,NA
TARA_AOS_NCLDV_00025,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_337,NA,,NA,NA
GVMAG-S-ERX555915-91,GVMAG-S-ERX555915-91,Nucleocytoviricota,Megaviricetes,Pandoravirales,PV_05,PV_05,PV_05,g151,g151,identical_markers,,NA,MCL436
TARA_PSE_NCLDV_00021,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,g151,NA,,NA,NA
TARA_ARC_NCLDV_00061,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_338,NA,,NA,NA
TARA_ARC_NCLDV_00003,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_339,NA,,NA,MCL551
TARA_SOC_NCLDV_00017,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_340,NA,,NA,NA
IMGM3300012919_BIN190,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,PV_05,g147,g147,MCL_clustered,,NA,MCL334
ERX552244-11,ERX552244.11.dc,Nucleocytoviricota,Megaviricetes,Pandoravirales,PV_05,PV_05,PV_05,g150,g150,identical_markers,,NA,NA
IMGM3300010368_BIN9,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,PV_05,g149,g149,MCL_clustered,,S997,NA
TARA_AOS_NCLDV_00004,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_341,NA,,NA,NA
TARA_PSE_NCLDV_00008,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_342,NA,,NA,NA
IMGM3300034954_BIN366,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_343,NA,,NA,NA
IMGM3300009496_BIN243,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,PV_05,g148,g148,MCL_clustered,,NA,MCL347
TARA_MED_NCLDV_00023,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_344,NA,,S1959,NA
TARA_ARC_NCLDV_00011,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_345,NA,,NA,NA
IMGM3300047376_BIN324,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,g163?,n_346,NA,,S2388,NA
IMGM3300027779_BIN1083,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_347,NA,,S1093,MCL243
TARA_ARC_NCLDV_00060,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_347,NA,,NA,NA
TARA_AON_NCLDV_00011,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_348,NA,,NA,NA
TARA_ARC_NCLDV_00064,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_349,NA,,NA,NA
TARA_ARC_NCLDV_00057,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_350,NA,,S1034,NA
IMGM3300050183_BIN995,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_351,NA,,S839,NA
TARA_ARC_NCLDV_00079,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_352,NA,,NA,NA
IMGM3300048547_BIN127,NA,NA,Megaviricetes,Pandoravirales,PV_05,PV_05,NA,NA,n_352,NA,,NA,NA
ERX552270-50,ERX552270.50.dc,Nucleocytoviricota,Megaviricetes,Algavirales,AG_incertae_sedis,AG_incertae_sedis,incertae_sedis,g199,g199,identical_markers,,NA,NA
IMGM3300005918_BIN322,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_353,NA,,S1737,NA
IMGM3300005957_BIN81,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_354,NA,,S325,NA
IMGM3300032073_BIN689,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_355,NA,,NA,MCL381
IMGM3300020575_BIN29,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g166,g166,MCL_clustered,,S1584,NA
IMGM3300006810_BIN586,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g167,g167,MCL_clustered,,S1426,NA
IMGM3300018868_BIN278,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_356,NA,,NA,MCL690
IMGM3300032243_BIN152,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,g168,NA,,NA,MCL756
IMGM3300013014_BIN635,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,g168,NA,,S1884,MCL479
IMGM3300010158_BIN830,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g168,g168,MCL_clustered,,S1806,MCL139
IMGM3300009426_BIN146,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g171,g171,MCL_clustered,,S313,MCL659
bin_5093,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_357,NA,,NA,NA
IMGM3300027789_BIN111,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_358,NA,,S1739,NA
IMGM3300038443_BIN505,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_359,NA,,NA,NA
IMGM3300029908_BIN364,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_359,NA,,S2057,MCL746
LKH577_P12_Am-168,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_360,NA,,NA,NA
IMGM3300030042_BIN89,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_361,NA,,S791,NA
IMGM3300037466_BIN738,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_362,NA,,S1222,NA
bin_5523,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_363,NA,,NA,NA
GCA_002827745-1_ASM282774v1,Heterosigma akashiwo virus 01 HaV53,Nucleocytoviricota,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g170,g170,identical_markers,,NA,MCL577
ERX556034-5,ERX556034.5.dc,Nucleocytoviricota,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g175,g175,identical_markers,,NA,MCL432
IMGM3300031594_BIN126,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_364,NA,,S334,NA
IMGM3300027788_BIN807,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g176,g176,MCL_clustered,,S1614,NA
IMGM3300047458_BIN69,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,g174,NA,,NA,NA
IMGM3300040856_BIN460,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g174,g174,MCL_clustered,,S2203,MCL312
IMGM3300006810_BIN461,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_365,NA,,NA,NA
IMGM3300031519_BIN1002,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_366,NA,,NA,NA
IMGM3300001348_BIN287,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g173,g173,MCL_clustered,,NA,MCL606
IMGM3300023296_BIN213,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g173,g173,MCL_clustered,,S776,MCL361
IMGM3300009705_BIN232,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,n_367,NA,,S440,NA
IMGM3300023178_BIN692,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g172,g172,MCL_clustered,,S1343,MCL270
IMGM3300012919_BIN19,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,NA,NA,g172,NA,,NA,MCL678
IMGM3300049736_BIN426,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g172,g172,MCL_clustered,,S444,MCL148
ERX556101-9,ERX556101.9.dc,Nucleocytoviricota,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g172,g172,identical_markers,,NA,MCL133
IMGM3300023179_BIN1004,NA,NA,Megaviricetes,Algavirales,AG_04,AG_04,AG_04,g172,g172,MCL_clustered,,S779,MCL250
IMGM3300012936_BIN814,NA,NA,Megaviricetes,Algavirales,AG_incertae_sedis,AG_incertae_sedis,NA,NA,n_368,NA,,NA,NA
ERX552270-7,ERX552270.7.dc,Nucleocytoviricota,Megaviricetes,Algavirales,AG_incertae_sedis,AG_incertae_sedis,AG_03,g190,g190,identical_markers,,NA,NA
IMGM3300010368_BIN99,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_369,NA,,S1856,NA
IMGM3300040815_BIN900,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_370,NA,,NA,NA
IMGM3300031519_BIN778,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_371,NA,,NA,NA
IMGM3300018417_BIN105,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,AG_03,g197,g197,MCL_clustered,,S451,MCL425
IMGM3300020472_BIN263,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_372,NA,,NA,NA
IMGM3300032073_BIN1221,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_373,NA,,NA,NA
IMGM3300002154_BIN85,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,AG_03,g196,g196,MCL_clustered,,S990,NA
IMGM3300031594_BIN139,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_374,NA,,NA,MCL749
IMGM3300031637_BIN104,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_375,NA,,S1175,NA
IMGM3300027883_BIN145,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_375,NA,,S1842,NA
TARA_PSW_NCLDV_00036,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_376,NA,,NA,NA
IMGM3300005913_BIN236,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_377,NA,,S425,NA
ERX552270-64,ERX552270.64.dc,Nucleocytoviricota,Megaviricetes,Algavirales,AG_03,AG_03,AG_03,g195,g195,identical_markers,,NA,MCL277
TARA_PSW_NCLDV_00052,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,g195,NA,,NA,NA
GVMAG-S-ERX555907-72,GVMAG-S-ERX555907-72,Nucleocytoviricota,Megaviricetes,Algavirales,AG_03,AG_03,AG_03,g191,g191,identical_markers,,NA,NA
IMGM3300010883_BIN2237,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_378,NA,,NA,NA
IMGM3300027788_BIN599,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_379,NA,,S1837,NA
IMGM3300009544_BIN194,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_379,NA,,NA,NA
IMGM3300020469_BIN954,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,AG_03,g192,g192,MCL_clustered,,NA,MCL620
IMGM3300025880_BIN89,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,AG_03,g193,g193,MCL_clustered,,S1022,NA
IMGM3300046171_BIN1656,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,NA,n_380,NA,,S2374,NA
IMGM3300046755_BIN269,NA,NA,Megaviricetes,Algavirales,AG_03,AG_03,NA,g194?,n_381,,,NA,NA
IMGM3300042335_BIN674,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_382,NA,,NA,NA
IMGM3300047370_BIN248,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_383,NA,,NA,NA
IMGM3300048064_BIN52,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_383,NA,,NA,NA
IMGM3300032220_BIN296,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_384,NA,,S1103,NA
IMGM3300043449_BIN461,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_384,NA,,NA,MCL754
GCA_000847045-1_ViralProj14564,Paramecium bursaria Chlorella virus 1,Nucleocytoviricota,Megaviricetes,Algavirales,AG_02,AG_02,AG_02,g184,g184,identical_markers,,S1374,MCL570
IMGM3300027969_BIN1082,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,g184,NA,,S1787,MCL743
Pa09,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,AG_02,g184,g184,MCL_clustered,,S875,MCL331
GVMAG-S-1026894-110,GVMAG-S-1026894-110,Nucleocytoviricota,Megaviricetes,Algavirales,AG_02,AG_02,AG_02,g186,g186,identical_markers,,S1590,NA
IMGM3300021963_BIN601,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_385,NA,,NA,MCL693
IMGM3300050670_BIN449,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_386,NA,,S474,NA
IMGM3300021964_BIN619,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_386,NA,,S1989,MCL711
IMGM3300050181_BIN355,NA,NA,Megaviricetes,Algavirales,AG_02,AG_02,NA,NA,n_386,NA,,S840,NA
IMGM3300017986_BIN207,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_387,NA,,S450,NA
IMGM3300022905_BIN599,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_388,NA,,S448,NA
IMGM3300021961_BIN610,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_389,NA,,NA,MCL707
IMGM3300023119_BIN107,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_390,NA,,S123,MCL171
IMGM3300018876_BIN312,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_390,NA,,S343,NA
IMGM3300032265_BIN138,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_391,NA,,NA,MCL730
IMGM3300032335_BIN159,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_391,NA,,NA,MCL759
IMGM3300032242_BIN548,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_392,NA,,S799,NA
IMGM3300027741_BIN838,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_393,NA,,S1077,MCL368
IMGM3300032285_BIN649,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_393,NA,,NA,NA
IMGM3300025838_BIN393,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_393,NA,,S119,MCL369
IMGM3300050249_BIN1560,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_394,NA,,S2411,MCL531
IMGM3300032269_BIN227,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_395,NA,,NA,MCL401
IMGM3300050247_BIN933,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_395,NA,,NA,MCL525
IMGM3300027759_BIN441,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,AG_01,g183,g183,MCL_clustered,,S1816,MCL34
IMGM3300032297_BIN114,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_396,NA,,NA,MCL321
IMGM3300013093_BIN333,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_396,NA,,S1892,MCL147
IMGM3300042896_BIN215,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,n_397,NA,,NA,MCL788
IMGM3300032220_BIN123,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,AG_01,g182,g182,MCL_clustered,,NA,MCL340
IMGM3300032265_BIN420,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,g182,NA,,NA,NA
IMGM3300028025_BIN494,NA,NA,Megaviricetes,Algavirales,AG_01,AG_01,NA,NA,g182,NA,,NA,MCL389
